time,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,ceres
A.D. 2018-Jan-25 12:20:00.0000 UTC,1.342704257277096,1.7069369025087504,1.7324667114518797,5.599945532393596,10.8930565023488,20.05898616148085,30.723678464824214,34.437285812451414,1.6011627852297448
A.D. 2018-Jan-26 12:20:00.0000 UTC,1.3501202076420034,1.7063372157949548,1.7230584713670494,5.5841802817321,10.884234440596726,20.075849739331968,30.73409595153186,34.43313565777878,1.5995306911143812
A.D. 2018-Jan-27 12:20:00.0000 UTC,1.3570582313589423,1.7056982270971537,1.7136340974451811,5.56835606365297,10.875189820919124,20.092651884381524,30.74427569011348,34.428705531632296,1.5981763928545645
A.D. 2018-Jan-28 12:20:00.0000 UTC,1.3635195801061322,1.7050201862695464,1.704194267544983,5.552476484399082,10.865925064001496,20.109387888544894,30.75421530736004,34.423997308515624,1.5970999383508842
A.D. 2018-Jan-29 12:20:00.0000 UTC,1.3695045322997939,1.7043033198218924,1.6947395524235835,5.536545067696819,10.856442550421304,20.126053185820105,30.763912540119428,34.41901286952243,1.5963012125218756
A.D. 2018-Jan-30 12:20:00.0000 UTC,1.3750123091825297,1.7035477991038683,1.6852704091519723,5.520565255696374,10.846744591922958,20.142643333000358,30.773365194898258,34.41375406548334,1.5957799807203825
A.D. 2018-Jan-31 12:20:00.0000 UTC,1.380040993318857,1.7027537093404592,1.675787191499795,5.504540429401724,10.83683341675633,20.159153972523146,30.782571100068644,34.40822269035551,1.595535929296433
A.D. 2018-Feb-01 12:20:00.0000 UTC,1.384587456399916,1.7019210284739235,1.6662901787529063,5.488473947870938,10.826711176415559,20.175580783297864,30.791528061743925,34.402420474351985,1.5955686916879628
A.D. 2018-Feb-02 12:20:00.0000 UTC,1.388647299777762,1.7010496226571965,1.6567796172508358,5.47236919778736,10.816379974135318,20.191919431415194,30.800233835316064,34.39634910047434,1.5958778518397119
A.D. 2018-Feb-03 12:20:00.0000 UTC,1.3922148049379883,1.700139259109406,1.6472557637468426,5.456229640641895,10.805841907286903,20.2081655332906,30.808686119343484,34.39001023945812,1.5964629250207216
A.D. 2018-Feb-04 12:20:00.0000 UTC,1.3952828861687694,1.69918963065187,1.6377189200237687,5.4400588467851625,10.795099111628863,20.224314638242507,30.816882569971728,34.38340559210351,1.5973233241841789
A.D. 2018-Feb-05 12:20:00.0000 UTC,1.3978430369540917,1.6982003834767978,1.6281694533125863,5.423860512179459,10.784153797316472,20.2403622296687,30.82482082774715,34.37653692789212,1.5984583231235308
A.D. 2018-Feb-06 12:20:00.0000 UTC,1.399885264626068,1.6971711412338142,1.6186078030634126,5.4076384601828975,10.773008272176968,20.256303738637136,30.83249854746323,34.36940611333643,1.599867025275284
A.D. 2018-Feb-07 12:20:00.0000 UTC,1.4013980119139449,1.6961015221396032,1.6090344782650883,5.39139663397688,10.76166495303478,20.272134562616387,30.839913424422406,34.36201512888228,1.6015483421704213
A.D. 2018-Feb-08 12:20:00.0000 UTC,1.4023680670830434,1.6949911490504659,1.599450050190687,5.375139085223919,10.75012636865017,20.287850083923296,30.847063214338107,34.35436607668823,1.6035009813723453
A.D. 2018-Feb-09 12:20:00.0000 UTC,1.4027804658272545,1.6938396542063257,1.5898551443221367,5.358869962809835,10.738395158232118,20.303445685127873,30.853945747017512,34.34646118277196,1.6057234415534483
A.D. 2018-Feb-10 12:20:00.0000 UTC,1.4026183884794854,1.6926466808215481,1.5802504336050105,5.3425935035618695,10.726474068603236,20.318916760797894,30.8605589354412,34.338302796656755,1.6082140118920036
